q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
CA,Coarsegold,1,11,33.1
PA,Coatesville,1,19,40.88
MD,Cockeysville,1,5,45.87
FL,Cocoa,1,43,30.29
NY,Cohoes,1,5,54.03
AL,Coker,1,1,29.45
WA,Colbert,1,1,27.98
NY,Cold Spring,1,2,39.79
NC,Colfax,1,5,227.59
MD,College Park,1,5,29.93
NY,College Point,1,1,45.0
PA,Collegeville,1,6,34.38
TN,Collierville,1,28,53.23
MS,Collins,1,1,44.4
IL,Collinsville,1,2,32.48
VA,Collinsville,1,1,29.27
PA,Colmar,1,1,45.97
VA,Colonial Beach,1,1,29.42
VA,Colonial Heights,1,8,30.66
CO,Colorado Springs,1,140,42.5
CA,Colton,1,7,34.01
CA,Columbia,1,1,29.75
MD,Columbia,1,3,50.0
MO,Columbia,1,4,46.37
NC,Columbia,1,2,360.0
PA,Columbia,1,17,96.34
SC,Columbia,1,275,48.17
AL,Columbiana,1,1,53.25
MI,Columbiaville,1,1,29.62
NJ,Columbus,1,2,15.0
OH,Columbus,1,165,40.28
CA,Colusa,1,1,61.58
GA,Comer,1,1,44.47
NY,Commack,1,4,33.66
CA,Commerce,1,1,59.53
GA,Commerce,1,3,34.67
CO,Commerce City,1,14,44.83
CA,Compton,1,27,45.66
MI,Comstock Park,1,8,46.56
CA,Concord,1,128,33.86
MA,Concord,1,10,38.9
NC,Concord,1,20,77.8
NH,Concord,1,2,37.47
PA,Confluence,1,1,29.52
MI,Conklin,1,1,45.3
GA,Conley,1,1,49.97
NC,Connelly Springs,1,3,122.33
NC,Conover,1,2,159.98
TX,Conroe,1,15,57.31
PA,Conshohocken,1,22,36.67
TX,Converse,1,1,44.93
SC,Conway,1,86,52.06
GA,Conyers,1,6,40.0
CA,Cool,1,4,19.99
AZ,Coolidge,1,4,40.95
MI,Coopersville,1,3,48.38
SC,Coosawhatchie,1,1,60.0
SC,Cope,1,5,54.18
NY,Copiague,1,3,60.32
TX,Coppell,1,8,39.45
CA,Copperopolis,1,1,29.73
NY,Coram,1,3,35.99
PA,Coraopolis,1,3,67.59
OR,Corbett,1,4,24.98
CA,Corcoran,1,2,30.37
SC,Cordesville,1,3,39.53
SC,Cordova,1,1,59.68
TN,Cordova,1,7,50.77
NY,Corfu,1,4,60.0
UT,Corinne,1,1,60.35
NC,Cornelius,1,5,164.0
OR,Cornelius,1,3,21.66
TN,Cornersville,1,1,60.73
CA,Corning,1,2,95.92
CA,Corona,1,33,53.13
NY,Corona,1,4,39.98
CA,Coronado,1,2,45.69
CA,Corte Madera,1,9,30.23
NY,Cortlandt Manor,1,11,21.5
OR,Corvallis,1,1,45.33
CA,Costa Mesa,1,3,34.31
CA,Cotati,1,26,21.56
SC,Cottageville,1,5,56.63
AL,Cottondale,1,8,40.85
FL,Cottondale,1,3,39.4
AZ,Cottonwood,1,1,30.0
CA,Cottonwood,1,3,29.13
MA,Cotuit,1,1,29.87
CA,Coulterville,1,2,45.01
IA,Council Bluffs,1,2,37.35
IL,Country Club Hills,1,1,15.0
IL,Countryside,1,1,60.57
TX,Coupland,1,1,59.67
NC,Cove City,1,1,120.0
RI,Coventry,1,2,60.68
CA,Covina,1,14,47.65
KY,Covington,1,22,44.75
LA,Covington,1,1,34.97
TN,Covington,1,1,60.0
WA,Covington,1,1,60.0
SC,Coward,1,1,44.8
OK,Coweta,1,1,89.68
SC,Cowpens,1,20,44.57
CA,Coyote,1,1,29.72
TX,Crandall,1,1,29.23
AL,Crane Hill,1,1,29.77
NJ,Cranford,1,2,53.7
RI,Cranston,1,17,33.75
AR,Crawfordsville,1,1,49.97
FL,Crawfordville,1,4,42.52
NC,Creedmoor,1,1,1546.0
FL,Crescent City,1,1,85.58
KY,Crescent Springs,1,2,43.96
CA,Crestline,1,4,49.46
CA,Creston,1,1,46.07
FL,Crestview,1,5,54.51
KY,Crestview Hills,1,1,29.02
IL,Crete,1,1,15.0
KY,Crittenden,1,1,45.43
CA,Crockett,1,10,20.02
MD,Crofton,1,2,29.5
CO,Crook,1,1,43.0
OH,Crooksville,1,1,74.7
NY,Cropseyville,1,2,60.0
SC,Cross,1,11,43.4
FL,Cross City,1,3,115.74
SC,Cross Hill,1,2,52.23
TN,Cross Plains,1,3,45.0
TN,Crossville,1,1,29.47
NY,Croton On Hudson,1,1,49.97
LA,Crowley,1,1,62.4
IN,Crown Point,1,3,41.66
CA,Crows Landing,1,3,55.31
NV,Crystal Bay,1,1,60.8
FL,Crystal Beach,1,1,58.95
IL,Crystal Lake,1,1,29.57
FL,Crystal River,1,2,46.68
WI,Cudahy,1,1,30.0
AL,Cullman,1,11,53.8
CA,Culver City,1,5,61.69
TN,Cumberland Furnace,1,1,60.0
GA,Cumming,1,3,44.88
CA,Cupertino,1,13,37.11
MD,Curtis Bay,1,2,90.0
MN,Cushing,1,1,28.93
CA,Cutler,1,1,44.78
OH,Cuyahoga Falls,1,2,30.29
TX,Cypress,1,4,36.98
GA,Dacula,1,3,34.9
FL,Dade City,1,23,58.5
TX,Dale,1,3,50.45
NC,Dallas,1,2,117.75
TX,Dallas,1,993,42.25
PA,Dallastown,1,4,122.92
CA,Daly City,1,31,26.75
SC,Dalzell,1,5,36.5
OR,Damascus,1,6,21.66
CT,Danbury,1,1,30.0
WI,Dane,1,2,68.73
FL,Dania,1,6,39.15
MA,Danvers,1,2,60.88
CA,Danville,1,26,23.73
PA,Danville,1,2,66.99
AL,Daphne,1,4,40.95
PA,Darby,1,1,28.8
GA,Darien,1,2,56.03
IL,Darien,1,10,40.79
SC,Darlington,1,31,48.85
FL,Davenport,1,37,50.23
NC,Davidson,1,9,37.49
MD,Davidsonville,1,1,28.68
FL,Davie,1,3,50.98
CA,Davis,1,49,26.36
MI,Davison,1,20,43.05
NJ,Dayton,1,2,15.0
NV,Dayton,1,4,29.09
OH,Dayton,1,418,50.78
OR,Dayton,1,2,24.98
FL,Daytona Beach,1,9,31.42
FL,De Leon Springs,1,1,45.65
MO,De Soto,1,1,64.8
VA,DeWitt,1,1,15.0
MI,Dearborn,1,1,60.78
MI,Dearborn Heights,1,1,29.48
AL,Deatsville,1,2,37.99
AL,Decatur,1,8,53.61
GA,Decatur,1,20,36.3
IL,Decatur,1,1,30.0
MA,Dedham,1,11,40.81
MN,Deer Creek,1,1,61.75
NY,Deer Park,1,1,59.78
IL,Deerfield,1,5,59.94
WI,Deerfield,1,1,15.0
FL,Deerfield Beach,1,12,37.13
FL,Defuniak Springs,1,1,34.97
CA,Del Mar,1,1,29.75
CA,Del Rey,1,2,64.97
TX,Del Valle,1,54,52.8
FL,Deland,1,9,34.89
CA,Delano,1,7,37.87
OH,Delaware,1,22,41.52
CA,Delhi,1,12,31.6
NY,Delmar,1,1,30.0
PA,Delmont,1,3,108.2
NJ,Delran,1,1,50.95
FL,Delray Beach,1,51,56.74
PA,Delta,1,1,88.93
FL,Deltona,1,3,35.0
WA,Deming,1,1,15.0
IN,Demotte,1,1,15.0
LA,Denham Springs,1,2,39.98
SC,Denmark,1,2,52.26
MN,Dennison,1,2,44.46
NC,Denton,1,2,139.97
CO,Denver,1,383,40.11
PA,Denver,1,11,86.28
KS,Derby,1,1,30.0
LA,Deridder,1,1,61.82
NH,Derry,1,1,58.7
MD,Derwood,1,6,47.48
IA,Des Moines,1,21,50.5
WA,Des Moines,1,1,30.0
IL,Des Plaines,1,11,35.0
MI,Detroit,1,87,43.7
OR,Detroit,1,1,45.08
MN,Detroit Lakes,1,4,44.15
MA,Devens,1,1,29.68
PA,Devon,1,4,36.17
MI,Dexter,1,1,75.0
CA,Diamond Bar,1,12,51.91
CA,Diamond Springs,1,2,68.36
MD,Dickerson,1,2,29.81
TN,Dickson,1,6,58.22
SC,Dillon,1,18,43.26
PA,Dillsburg,1,17,65.2
CA,Dinuba,1,5,39.21
VA,Dinwiddie,1,1,15.0
CA,Discovery Bay,1,11,30.0
LA,District F,1,1,29.8
MD,District Heights,1,9,26.06
NY,Dix Hills,1,1,29.1
CA,Dixon,1,37,22.2
NY,Dobbs Ferry,1,2,15.0
NC,Dobson,1,3,78.67
MN,Dodge Center,1,1,44.55
SC,Donalds,1,3,55.07
TX,Donna,1,1,29.7
MA,Dorchester,1,44,48.1
SC,Dorchester,1,2,89.76
MA,Dorchester Center,1,22,52.6
CA,Dos Palos,1,1,49.97
VA,Doswell,1,1,15.0
AL,Dothan,1,33,42.87
PA,Douglassville,1,1,59.65
GA,Douglasville,1,1,30.0
DE,Dover,1,1,34.97
FL,Dover,1,17,55.89
MA,Dover,1,1,59.47
OH,Dover,1,1,43.83
PA,Dover,1,7,95.75
MI,Dowagiac,1,1,316.62
IL,Downers Grove,1,62,44.83
CA,Downey,1,4,37.13
PA,Downingtown,1,22,34.12
OH,Doylestown,1,1,73.87
UT,Draper,1,18,42.92
PA,Dravosburg,1,2,66.47
PA,Dresher,1,4,37.35
TX,Dripping Springs,1,2,29.74
PA,Du Bois,1,1,59.77
NY,Duanesburg,1,1,60.0
CA,Duarte,1,1,74.55
CA,Dublin,1,19,24.67
GA,Dublin,1,1,29.68
OH,Dublin,1,7,50.99
UT,Duchesne,1,1,22.38
MA,Dudley,1,1,76.35
SC,Due West,1,1,29.82
UT,Dugway,1,1,44.82
GA,Duluth,1,9,37.67
MN,Duluth,1,2,53.88
VA,Dumfries,1,6,33.6
SC,Duncan,1,91,50.64
PA,Duncannon,1,2,124.93
PA,Duncansville,1,1,29.1
AL,Duncanville,1,1,29.55
TX,Duncanville,1,3,41.53
FL,Dundee,1,1,73.58
IL,Dundee,1,1,44.53
FL,Dunedin,1,14,36.18
NC,Dunn,1,16,156.86
FL,Dunnellon,1,2,69.86
CA,Dunnigan,1,3,34.4
IL,Dupo,1,1,30.0
NC,Durham,1,104,65.2
PA,Dushore,1,1,50.37
LA,Duson,1,15,35.94
UT,Dutch John,1,1,61.12
MA,Duxbury,1,30,50.07
TN,Eads,1,5,51.99
AZ,Eagar,1,1,44.87
OR,Eagle Creek,1,1,15.0
MN,Eagle Lake,1,1,59.23
UT,Eagle Mountain,1,1,45.0
NC,Eagle Springs,1,2,180.0
AR,Earle,1,2,44.88
CA,Earlimart,1,5,68.31
SC,Early Branch,1,3,52.49
MO,Earth City,1,5,18.0
SC,Easley,1,132,48.65
MA,East Boston,1,4,64.06
NJ,East Brunswick,1,2,54.98
PA,East Earl,1,4,117.73
MA,East Falmouth,1,4,33.56
CT,East Granby,1,1,76.13
PA,East Greenville,1,2,57.23
RI,East Greenwich,1,3,24.96
CT,East Hartford,1,3,44.5
CT,East Haven,1,1,29.7
NY,East Islip,1,1,29.78
NH,East Kingston,1,1,29.63
PA,East Mc Keesport,1,1,57.68
NY,East Meadow,1,1,46.07
MD,East New Market,1,2,24.98
NY,East Northport,1,2,73.91
NJ,East Orange,1,4,37.05
CA,East Palo Alto,1,1,59.6
NY,East Patchogue,1,1,120.77
IL,East Peoria,1,11,40.91
PA,East Petersburg,1,1,192.68
RI,East Providence,1,11,30.7
NY,East Rochester,1,2,50.4
NJ,East Rutherford,1,1,45.27
IL,East Saint Louis,1,2,24.98
CA,East San Gabriel Valley,1,1,29.63
MA,East Sandwich,1,1,59.72
PA,East Stroudsburg,1,2,44.31
NY,East Syracuse,1,2,75.0
MA,East Taunton,1,3,55.08
MA,East Walpole,1,2,60.97
MA,East Weymouth,1,1,59.45
MA,Eastham,1,1,60.28
OH,Eastlake,1,2,39.62
MD,Easton,1,1,29.85
PA,Easton,1,2,54.0
SC,Eastover,1,13,55.27
NY,Eastport,1,1,45.37
NJ,Eatontown,1,3,48.33
WA,Eatonville,1,1,79.55
PA,Ebensburg,1,2,46.32
TX,Edcouch,1,1,78.77
TX,Eddy,1,1,77.5
NY,Eden,1,1,60.0
MN,Eden Prairie,1,4,31.52
MN,Eden Valley,1,1,59.43
SC,Edgefield,1,5,41.93
SC,Edgemoor,1,2,74.07
KS,Edgerton,1,1,46.05
MD,Edgewater,1,1,49.03
KY,Edgewood,1,2,55.0
WA,Edgewood,1,1,29.87
TX,Edinburg,1,5,32.72
NJ,Edison,1,2,37.1
OK,Edmond,1,37,51.56
WA,Edmonds,1,1,29.77
OH,Edon,1,1,29.15
CA,Edwards,1,3,49.98
IL,Edwardsville,1,1,46.43
SC,Effingham,1,14,55.12
NC,Efland,1,1,102.0
NJ,Egg Harbor Township,1,10,26.97
FL,Eglin AFB,1,2,63.28
SC,Ehrhardt,1,3,49.33
CA,El Cajon,1,2,37.5
CA,El Cerrito,1,9,20.5
CA,El Dorado,1,2,15.0
CA,El Dorado Hills,1,18,26.35
AZ,El Mirage,1,18,50.63
CA,El Monte,1,4,37.47
CA,El Nido,1,1,29.3
TX,El Paso,1,963,49.73
CA,El Sobrante,1,22,40.08
UT,Elberta,1,1,29.17
IL,Elgin,1,28,42.36
SC,Elgin,1,22,53.74
TX,Elgin,1,5,48.92
IL,Elizabeth,1,1,45.05
NJ,Elizabeth,1,4,50.66
KY,Elizabethtown,1,5,44.96
PA,Elizabethtown,1,16,112.15
NY,Elizaville,1,2,30.0
CA,Elk Grove,1,85,27.29
IL,Elk Grove Village,1,6,60.09
WI,Elk Mound,1,1,43.98
MN,Elk River,1,21,47.22
TX,Elkhart,1,1,44.17
NC,Elkin,1,1,120.0
PA,Elkins Park,1,5,37.62
AL,Elkmont,1,1,59.53
NV,Elko,1,3,45.57
FL,Elkton,1,1,45.0
MD,Elkton,1,2,90.0
FL,Ellenton,1,17,52.39
GA,Ellenwood,1,3,31.66
IN,Ellettsville,1,1,29.0
MD,Ellicott City,1,2,37.25
PA,Elliottsburg,1,1,287.3
VA,Elliston,1,5,26.98
SC,Elloree,1,3,54.78
WA,Elma,1,2,29.2
IL,Elmhurst,1,44,50.24
NY,Elmont,1,1,29.72
NY,Elmsford,1,16,28.91
IL,Elmwood Park,1,1,44.88
NV,Ely,1,4,68.68
OH,Elyria,1,19,29.73
CA,Emeryville,1,10,37.91
AL,Empire,1,1,50.53
CA,Encinitas,1,2,39.22
CA,Encino,1,3,49.57
CT,Enfield,1,1,45.0
NC,Enfield,1,1,203.0
CO,Englewood,1,56,35.22
FL,Englewood,1,12,62.55
NJ,Englewood,1,1,61.98
OH,Englewood,1,18,54.8
SC,Enoree,1,10,49.27
AL,Enterprise,1,3,48.07
WA,Enumclaw,1,2,30.0
PA,Ephrata,1,30,77.26
PA,Erie,1,1,49.67
KY,Erlanger,1,18,42.17
CA,Escalon,1,7,27.75
CA,Escondido,1,10,35.33
MD,Essex,1,1,44.67
PA,Essington,1,1,29.65
OR,Estacada,1,4,15.0
FL,Estero,1,27,59.09
CO,Estes Park,1,1,43.57
SC,Estill,1,4,58.54
OH,Etna,1,1,74.08
PA,Etters,1,6,81.69
OH,Euclid,1,12,23.68
CA,Eureka,1,6,42.66
NV,Eureka,1,2,68.22
SC,Eutawville,1,3,49.79
IL,Evanston,1,1,29.87
IN,Evansville,1,1,60.78
MN,Eveleth,1,1,90.13
TN,Evensville,1,1,29.1
MA,Everett,1,7,58.25
WA,Everett,1,33,30.15
CO,Evergreen,1,1,44.38
NC,Evergreen,1,1,120.0
IL,Evergreen Park,1,1,15.0
WA,Everson,1,1,29.87
MN,Excelsior,1,4,22.43
CA,Exeter,1,4,52.55
NH,Exeter,1,2,62.67
RI,Exeter,1,2,52.67
PA,Exton,1,13,68.54
MO,Fair Grove,1,2,29.56
CA,Fair Oaks,1,18,47.5
SC,Fair Play,1,7,49.09
OH,Fairborn,1,1,56.92
GA,Fairburn,1,1,30.0
KY,Fairdale,1,2,29.26
CA,Fairfax,1,1,61.77
SC,Fairfax,1,3,59.61
VA,Fairfax,1,17,36.33
VA,Fairfax Station,1,5,39.99
AL,Fairfield,1,2,54.72
CA,Fairfield,1,89,26.53
OH,Fairfield,1,3,35.01
PA,Fairfield,1,3,40.66
NC,Fairmont,1,1,120.0
NY,Fairport,1,2,53.23
OR,Fairview,1,15,23.99
TN,Fairview,1,1,60.0
UT,Fairview,1,2,39.61
IL,Fairview Heights,1,1,15.0
NC,Faison,1,2,120.0
CA,Fallbrook,1,13,61.62
NV,Fallon,1,6,42.64
VA,Falls Church,1,6,39.06
MA,Falmouth,1,3,55.09
FL,Fanning Springs,1,2,53.06
MN,Faribault,1,1,42.12
NY,Farmingdale,1,4,60.81
CA,Farmington,1,4,29.97
CT,Farmington,1,2,38.33
MI,Farmington,1,3,36.85
MN,Farmington,1,1,45.58
NY,Farmington,1,3,60.0
UT,Farmington,1,4,41.65
NY,Farmingville,1,4,58.89
NC,Farmville,1,1,240.0
PA,Fawn Grove,1,1,72.38
UT,Fayette,1,1,73.87
AR,Fayetteville,1,2,38.99
NC,Fayetteville,1,9,133.0
WA,Federal Way,1,14,24.99
FL,Fellsmere,1,1,30.0
CA,Felton,1,5,37.92
PA,Felton,1,1,121.63
MI,Fenton,1,9,46.43
MO,Fenton,1,7,48.45
FL,Fernandina Beach,1,2,68.19
NV,Fernley,1,6,55.67
TX,Ferris,1,1,44.88
MO,Festus,1,1,120.0
WA,Fife,1,1,45.98
CA,Fillmore,1,3,60.42
UT,Fillmore,1,1,29.5
MD,Finksburg,1,1,45.2
WA,Fircrest,1,1,30.0
CA,Firebaugh,1,6,38.67
IN,Fishers,1,5,44.83
NY,Fishkill,1,4,34.05
MA,Fitchburg,1,4,52.7
NH,Fitzwilliam,1,2,60.95
AZ,Flagstaff,1,2,39.08
NC,Flat Rock,1,3,140.0
NC,Fletcher,1,19,84.29
MI,Flint,1,139,52.73
FL,Floral City,1,1,29.78
AL,Florence,1,8,52.79
KY,Florence,1,1,29.87
MS,Florence,1,1,46.17
NJ,Florence,1,1,45.37
SC,Florence,1,87,49.27
TX,Florence,1,3,34.72
MO,Florissant,1,7,33.03
CA,Floriston,1,1,63.05
IN,Floyds Knobs,1,2,29.12
MI,Flushing,1,9,42.81
NY,Flushing,1,2,29.64
MN,Foley,1,2,29.24
SC,Folly Beach,1,1,44.8
CA,Folsom,1,14,22.13
PA,Folsom,1,1,15.0
WI,Fond du Lac,1,2,36.7
CA,Fontana,1,18,47.3
WA,Ford,1,2,47.48
NJ,Fords,1,1,30.0
VA,Forest,1,1,15.0
NC,Forest City,1,1,60.0
OR,Forest Grove,1,5,21.99
MN,Forest Lake,1,5,41.41
GA,Forest Park,1,3,50.0
CA,Foresthill,1,1,44.88
NY,Forestport,1,1,46.62
CA,Forestville,1,1,30.38
MO,Foristell,1,1,30.0
SC,Fork,1,1,29.72
TX,Forney,1,2,30.0
GA,Forsyth,1,1,59.73
NY,Fort Ann,1,4,60.0
TX,Fort Bliss,1,9,48.32
CA,Fort Bragg,1,4,37.38
CO,Fort Collins,1,30,39.87
AL,Fort Davis,1,1,29.72
FL,Fort Lauderdale,1,152,39.23
SC,Fort Lawn,1,6,46.1
NJ,Fort Lee,1,1,103.42
CO,Fort Lupton,1,2,54.98
FL,Fort Mc Coy,1,2,29.08
SC,Fort Mill,1,69,47.92
KY,Fort Mitchell,1,1,28.73
AZ,Fort Mohave,1,2,29.21
NY,Fort Montgomery,1,5,34.99
FL,Fort Myers,1,271,61.54
FL,Fort Myers Beach,1,6,70.0
FL,Fort Pierce,1,7,46.56
AR,Fort Smith,1,12,32.08
GA,Fort Valley,1,1,29.32
FL,Fort Walton Beach,1,3,39.59
MD,Fort Washington,1,4,22.38
PA,Fort Washington,1,11,36.82
IN,Fort Wayne,1,8,31.85
FL,Fort White,1,1,29.47
TX,Fort Worth,1,19,55.83
IN,Fortville,1,1,61.37
RI,Foster,1,1,29.78
CO,Fountain,1,4,64.99
FL,Fountain,1,3,64.69
SC,Fountain Inn,1,15,46.79
CA,Fountain Valley,1,3,45.6
CA,Fowler,1,13,28.22
IL,Fox Lake,1,2,38.03
MA,Foxboro,1,3,60.17
MA,Framingham,1,7,53.54
IL,Frankfort,1,1,45.75
KY,Frankfort,1,3,34.34
LA,Franklin,1,1,29.78
NC,Franklin,1,3,461.62
NH,Franklin,1,1,77.7
OH,Franklin,1,2,55.51
TN,Franklin,1,6,42.43
OH,Franklin Furnace,1,1,29.75
IL,Franklin Park,1,1,15.0
NY,Franklin Square,1,1,29.83
NC,Franklinton,1,1,120.0
CO,Franktown,1,1,60.97
MN,Frazee,1,2,36.97
OH,Frazeysburg,1,1,89.0
CA,Frazier Park,1,2,29.78
DE,Frederica,1,1,15.0
MD,Frederick,1,24,41.56
VA,Fredericksburg,1,10,43.85
CA,Freedom,1,2,47.31
VA,Freeman,1,1,29.43
FL,Freeport,1,3,46.42
CA,Fremont,1,140,30.88
NE,Fremont,1,1,29.5
CA,French Camp,1,3,45.27
CA,Fresno,1,228,29.36
CA,Friant,1,5,27.49
PA,Friedens,1,2,46.06
TN,Friendship,1,1,83.65
TX,Frisco,1,1,29.48
MD,Frostburg,1,1,60.0
FL,Frostproof,1,1,44.12
KY,Ft Mitchell,1,16,42.95
MN,Fulda,1,1,29.22
CA,Fullerton,1,9,34.42
AL,Fulton,1,1,62.4
CA,Fulton,1,2,47.45
MD,Fulton,1,1,44.6
NY,Fultonville,1,2,60.0
NC,Fuquay Varina,1,7,51.43
NC,Fuquay-Varina,1,2,38.23
SC,Gadsden,1,2,67.51
SC,Gaffney,1,39,48.24
MI,Gaines,1,1,29.6
FL,Gainesville,1,6,50.99
GA,Gainesville,1,1,30.0
MD,Gaithersburg,1,8,33.12
OR,Gales Creek,1,1,15.0
SC,Galivants Ferry,1,6,47.26
TN,Gallatin,1,1,58.97
OH,Galloway,1,3,34.47
NM,Gallup,1,1,29.62
CA,Galt,1,24,29.52
NY,Galway,1,1,46.5
MD,Gambrills,1,5,44.84
AZ,Ganado,1,1,27.2
NY,Gansevoort,1,10,58.46
PA,Gap,1,2,129.93
CA,Garberville,1,1,28.5
MI,Garden City,1,2,29.86
NY,Garden City,1,6,37.62
CA,Garden Grove,1,9,42.97
CA,Gardena,1,20,46.05
AL,Gardendale,1,2,45.0
IL,Gardner,1,1,34.97
PA,Gardners,1,1,44.68
NV,Gardnerville,1,4,33.63
TX,Garland,1,7,45.52
UT,Garland,1,2,43.99
NC,Garner,1,139,83.72
PA,Garnet Valley,1,1,45.0
IN,Gary,1,5,23.52
LA,Garyville,1,2,391.48
SC,Gaston,1,20,53.42
NC,Gastonia,1,10,139.37
OR,Gates,1,1,34.97
OH,Gates Mills,1,2,24.98
AL,Gaylesville,1,2,69.5
FL,Geneva,1,1,15.0
MA,Georgetown,1,1,45.4
SC,Georgetown,1,18,53.22
TX,Georgetown,1,16,40.07
MD,Germantown,1,9,23.83
NY,Germantown,1,1,60.0
OH,Germantown,1,9,42.02
TN,Germantown,1,16,53.41
PA,Gettysburg,1,12,51.89
CA,Geyserville,1,4,37.48
LA,Gibsland,1,1,46.33
PA,Gibsonia,1,4,59.47
FL,Gibsonton,1,29,44.58
WA,Gig Harbor,1,2,22.31
AZ,Gilbert,1,26,52.68
SC,Gilbert,1,10,56.64
IL,Gilberts,1,1,15.0
PA,Gilbertsville,1,7,52.33
NH,Gilford,1,1,29.2
NH,Gilmanton Iron Works,1,1,29.87
CA,Gilroy,1,54,32.19
OH,Girard,1,3,21.66
OR,Gladstone,1,1,15.0
PA,Gladwyne,1,4,30.59
CT,Glastonbury,1,1,29.72
VA,Glen Allen,1,66,50.43
MD,Glen Burnie,1,10,44.97
CA,Glen Ellen,1,7,36.82
IL,Glen Ellyn,1,31,40.1
NY,Glen Oaks,1,1,27.95
PA,Glen Rock,1,11,30.13
FL,Glen Saint Mary,1,8,21.25
NV,Glenbrook,1,6,45.48
MN,Glencoe,1,4,66.82
AZ,Glendale,1,385,51.4
CA,Glendale,1,8,52.11
SC,Glendale,1,1,29.78
IL,Glendale Heights,1,44,46.18
CA,Glendora,1,6,31.85
PA,Glenmoore,1,1,45.0
CA,Glenn,1,2,35.97
OK,Glenpool,1,1,30.2
PA,Glenside,1,10,55.78
IL,Glenview,1,3,29.92
MN,Glenwood,1,1,81.77
CO,Glenwood Springs,1,2,74.52
AZ,Globe,1,3,140.11
MA,Gloucester,1,1,45.25
NH,Goffstown,1,2,68.1
OR,Gold Hill,1,1,29.78
CO,Golden,1,9,32.65
AZ,Golden Valley,1,1,382.03
NC,Goldsboro,1,7,177.14
TX,Goldsmith,1,1,104.7
TX,Goldthwaite,1,1,45.27
CA,Goleta,1,7,57.09
CA,Gonzales,1,13,48.51
MN,Goodhue,1,1,104.6
TN,Goodlettsville,1,23,53.54
MI,Goodrich,1,5,51.26
AZ,Goodyear,1,91,49.27
SC,Goose Creek,1,28,49.2
TN,Gordonsville,1,1,60.0
PA,Gordonville,1,1,44.17
NY,Goshen,1,1,15.0
FL,Gotha,1,5,20.88
OR,Government Camp,1,1,15.0
MI,Gowen,1,1,64.12
GA,Gracewood,1,1,59.67
KY,Graham,1,1,44.57
NC,Graham,1,2,96.5
WA,Graham,1,1,76.27
MO,Grain Valley,1,1,27.05
CA,Granada Hills,1,2,52.35
AL,Grand Bay,1,2,22.08
MI,Grand Blanc,1,17,52.71
MI,Grand Haven,1,15,50.97
NY,Grand Island,1,7,55.71
TX,Grand Prairie,1,3,39.54
MI,Grand Rapids,1,309,40.75
MN,Grand Rapids,1,1,29.6
CA,Grand Terrace,1,1,59.75
MI,Grandville,1,16,43.21
IN,Granger,1,1,29.83
CA,Granite Bay,1,10,38.76
SC,Graniteville,1,12,43.75
FL,Grant,1,5,18.99
IL,Grant Park,1,1,60.35
UT,Grantsville,1,2,29.73
NY,Granville,1,2,60.0
TX,Grapeland,1,1,119.15
WA,Grapeview,1,2,45.37
TX,Grapevine,1,6,44.68
CA,Grass Valley,1,11,39.88
SC,Gray Court,1,18,44.61
IL,Grayslake,1,9,47.34
SC,Great Falls,1,1,29.43
IL,Great Lakes,1,3,24.72
NJ,Great Meadows,1,1,29.5
MD,Great Mills,1,1,29.82
NY,Great Neck,1,2,29.57
CO,Greeley,1,5,46.15
FL,Green Cove Springs,1,6,47.44
PA,Green Lane,1,2,37.63
NC,Green Mountain,1,1,29.15
SC,Green Pond,1,2,44.73
UT,Green River,1,1,30.0
SC,Green Sea,1,2,51.45
FL,Greenacres,1,2,45.53
MD,Greenbelt,1,4,26.33
CA,Greenbrae,1,8,41.49
PA,Greencastle,1,1,77.62
IN,Greendale,1,1,46.8
CA,Greenfield,1,5,44.47
IN,Greenfield,1,2,52.84
NH,Greenland,1,1,64.35
NY,Greenlawn,1,1,110.73
GA,Greensboro,1,1,49.97
NC,Greensboro,1,54,102.42
PA,Greensburg,1,2,35.54
KY,Greenup,1,1,90.0
NY,Greenvale,1,1,29.53
FL,Greenville,1,1,68.62
MS,Greenville,1,1,29.23
NC,Greenville,1,18,86.73
SC,Greenville,1,853,47.26
TX,Greenville,1,1,29.72
VA,Greenville,1,1,34.97
LA,Greenwell Springs,1,21,43.78
NY,Greenwich,1,2,60.0
IN,Greenwood,1,1,105.0
SC,Greenwood,1,39,47.94
SC,Greer,1,208,47.31
CA,Grenada,1,1,59.95
OR,Gresham,1,84,22.31
SC,Gresham,1,3,44.86
LA,Gretna,1,3,31.66
MN,Grey Eagle,1,1,59.43
CA,Gridley,1,1,44.78
GA,Griffin,1,4,40.37
NC,Grifton,1,1,180.0
OH,Grove City,1,4,40.92
CA,Groveland,1,1,46.33
FL,Groveland,1,1,30.0
OH,Groveport,1,2,68.29
IN,Grovertown,1,1,58.9
GA,Grovetown,1,9,50.41
CA,Gualala,1,1,93.13
CA,Guerneville,1,10,35.22
FL,Gulf Breeze,1,6,55.72
FL,Gulfport,1,4,31.24
MS,Gulfport,1,1,49.02
AL,Guntersville,1,2,60.88
IL,Gurnee,1,18,36.03
CA,Gustine,1,7,35.06
GA,Guyton,1,1,59.78
MD,Gwynn Oak,1,2,29.53
CA,Hacienda Heights,1,17,44.94
